time,pos_meas1,pos_meas2,vel_meas1,vel_meas2,tau_meas1,tau_meas2
0.000000000000000000e+00,2.066416025161743164e+00,1.244058489799499512e+00,-1.384325265884399414e+00,3.338108062744140625e+00,1.207426685141399503e-04,-8.419945952482521534e-04
1.000165939331054688e-03,2.066416025161743164e+00,1.244058489799499512e+00,-1.384325265884399414e+00,3.338108062744140625e+00,1.207426685141399503e-04,-8.419945952482521534e-04
2.000331878662109375e-03,2.062724828720092773e+00,1.250577926635742188e+00,-1.620629429817199707e+00,3.643877744674682617e+00,8.214351255446672440e-04,-1.052764942869544029e-03
3.000497817993164062e-03,2.062724828720092773e+00,1.250577926635742188e+00,-1.620629429817199707e+00,3.643877744674682617e+00,8.214351255446672440e-04,-1.052764942869544029e-03
4.000663757324218750e-03,2.058650255203247070e+00,1.257480740547180176e+00,-1.842532753944396973e+00,3.796210527420043945e+00,2.170543593820184469e-04,-1.403460977599024773e-03
5.000829696655273438e-03,2.054335832595825195e+00,1.265150666236877441e+00,-2.067134380340576172e+00,4.142614841461181641e+00,-1.105514820665121078e-03,-1.164660323411226273e-03
6.000995635986328125e-03,2.054335832595825195e+00,1.265150666236877441e+00,-2.067134380340576172e+00,4.142614841461181641e+00,-1.105514820665121078e-03,-1.164660323411226273e-03
7.001161575317382812e-03,2.048823118209838867e+00,1.272437095642089844e+00,-2.453815460205078125e+00,4.052188396453857422e+00,6.490616942755877972e-04,-1.187907182611525059e-03
8.001327514648437500e-03,2.048823118209838867e+00,1.272437095642089844e+00,-2.453815460205078125e+00,4.052188396453857422e+00,6.490616942755877972e-04,-1.187907182611525059e-03
9.001731872558593750e-03,2.043885707855224609e+00,1.281257510185241699e+00,-2.589905261993408203e+00,4.561319351196289062e+00,5.977660184726119041e-04,-1.245235675014555454e-03
1.000189781188964844e-02,2.043885707855224609e+00,1.281257510185241699e+00,-2.589905261993408203e+00,4.561319351196289062e+00,5.977660184726119041e-04,-1.245235675014555454e-03
1.100206375122070312e-02,2.037653923034667969e+00,1.291995406150817871e+00,-2.899410247802734375e+00,5.229381561279296875e+00,1.038634101860225201e-03,-1.008839579299092293e-03
1.200222969055175781e-02,2.037653923034667969e+00,1.291995406150817871e+00,-2.899410247802734375e+00,5.229381561279296875e+00,1.038634101860225201e-03,-1.008839579299092293e-03
1.300239562988281250e-02,2.031470060348510742e+00,1.301582694053649902e+00,-3.120096921920776367e+00,5.386803627014160156e+00,1.317776506766676903e-03,-8.430244633927941322e-04
1.400256156921386719e-02,2.025046348571777344e+00,1.312704086303710938e+00,-3.286470890045166016e+00,6.069862365722656250e+00,7.637262460775673389e-04,-1.755977049469947815e-03
1.500272750854492188e-02,2.025046348571777344e+00,1.312704086303710938e+00,-3.286470890045166016e+00,6.069862365722656250e+00,7.637262460775673389e-04,-1.755977049469947815e-03
1.600289344787597656e-02,2.017712116241455078e+00,1.322674989700317383e+00,-3.601377010345458984e+00,5.914889812469482422e+00,-6.329658208414912224e-04,-1.110380981117486954e-03
1.700305938720703125e-02,2.017712116241455078e+00,1.322674989700317383e+00,-3.601377010345458984e+00,5.914889812469482422e+00,-6.329658208414912224e-04,-1.110380981117486954e-03
1.800322532653808594e-02,2.009323120117187500e+00,1.336097359657287598e+00,-3.873435020446777344e+00,6.746666431427001953e+00,3.707878640852868557e-04,-9.953405242413282394e-04
1.900339126586914062e-02,2.009323120117187500e+00,1.336097359657287598e+00,-3.873435020446777344e+00,6.746666431427001953e+00,3.707878640852868557e-04,-9.953405242413282394e-04
2.000355720520019531e-02,2.000934123992919922e+00,1.347218632698059082e+00,-4.105133056640625000e+00,6.155680179595947266e+00,-5.860687233507633209e-04,-9.684538817964494228e-04
2.100372314453125000e-02,2.000934123992919922e+00,1.347218632698059082e+00,-4.105133056640625000e+00,6.155680179595947266e+00,-5.860687233507633209e-04,-9.684538817964494228e-04
2.200388908386230469e-02,1.991155028343200684e+00,1.361791491508483887e+00,-4.442518234252929688e+00,6.748161315917968750e+00,2.570168871898204088e-04,-6.176911992952227592e-04
2.300405502319335938e-02,1.991155028343200684e+00,1.361791491508483887e+00,-4.442518234252929688e+00,6.748161315917968750e+00,2.570168871898204088e-04,-6.176911992952227592e-04
2.400445938110351562e-02,1.980656862258911133e+00,1.377131342887878418e+00,-4.757964611053466797e+00,7.445060729980468750e+00,2.396097697783261538e-04,-6.525680510094389319e-05
2.500462532043457031e-02,1.980656862258911133e+00,1.377131342887878418e+00,-4.757964611053466797e+00,7.445060729980468750e+00,2.396097697783261538e-04,-6.525680510094389319e-05
2.600479125976562500e-02,1.970638036727905273e+00,1.391320586204528809e+00,-4.998321056365966797e+00,7.686862945556640625e+00,-7.646190351806581020e-04,-4.108340071979910135e-04
2.700495719909667969e-02,1.970638036727905273e+00,1.391320586204528809e+00,-4.998321056365966797e+00,7.686862945556640625e+00,-7.646190351806581020e-04,-4.108340071979910135e-04
2.800512313842773438e-02,1.960523366928100586e+00,1.406276941299438477e+00,-5.211683273315429688e+00,8.391021728515625000e+00,7.223721477203071117e-04,1.090540681616403162e-04
2.900528907775878906e-02,1.949929356575012207e+00,1.419699311256408691e+00,-5.500138282775878906e+00,8.098031044006347656e+00,-9.777462400961667299e-05,-1.028032624162733555e-03
3.000545501708984375e-02,1.949929356575012207e+00,1.419699311256408691e+00,-5.500138282775878906e+00,8.098031044006347656e+00,-9.777462400961667299e-05,-1.028032624162733555e-03
3.100562095642089844e-02,1.938376545906066895e+00,1.436189532279968262e+00,-5.718413352966308594e+00,8.465322494506835938e+00,8.247822406701743603e-04,-7.665017037652432919e-04
